id,zip_code,city,state_code,state_name,Housing Affordability,Housing Affordability,Housing Affordability,Housing Affordability,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Job Market Strength,Job Market Strength,Job Market Strength,Job Market Strength,Living Affordability,Living Affordability,Living Affordability,Living Affordability,Living Affordability
8915,80746,Paoli,CO,Colorado,$520.9 K,1.4%,6.6%,$231.16,96,93,61,68,62,49,37,2.2%,1.91%,86,$107.79 K,3.1%,43,68,6%,56
8916,80754,Stoneham,CO,Colorado,$668.3 K,1%,6.5%,$325.54,94,100,61,77,58,22,10,2.3%,0.86%,75,$112.94 K,5%,38,65,6.25%,62
8917,80816,Florissant,CO,Colorado,$177.8 K,1.24%,1.7%,$129.26,78,98,68,65,60,52,42,2.9%,1.17%,52,$64.18 K,5%,35,33,9.99%,56
8918,80820,Guffey,CO,Colorado,$411.7 K,0.34%,3.6%,$300.46,81,48,45,81,31,15,11,2.8%,-0.04%,62,$85.02 K,4.4%,36,40,4.5%,95
8919,80913,Colorado Springs,CO,Colorado,$454.6 K,0.4%,-0.8%,$263.15,88,67,60,75,55,62,55,3.2%,1.49%,79,$79.03 K,4.4%,30,41,8.2%,54
8920,81124,Capulin,CO,Colorado,$187.2 K,0.42%,-0.1%,$125.13,57,36,51,92,51,19,11,3.1%,4.02%,53,$81.13 K,4.4%,43,47,4.9%,43
8921,81140,La Jara,CO,Colorado,$196.6 K,0.42%,-1.2%,$135.06,62,36,55,92,53,23,12,3.1%,4.02%,34,$43.33 K,4.4%,38,41,7.9%,41
8922,81240,Penrose,CO,Colorado,$363.8 K,0.36%,-0.6%,$195.83,55,48,63,96,56,22,14,4.7%,0.42%,47,$77.29 K,4.4%,34,47,7.9%,53
8923,81330,Mesa Verde National Park,CO,Colorado,,,,,,,,,,,,,,,,,,,,
8924,81649,Red Cliff,CO,Colorado,$755.5 K,0.4%,5.5%,$406.87,74,77,34,92,51,22,11,3.1%,7.68%,74,$74.69 K,4.4%,32,48,7.9%,46
8925,81652,Silt,CO,Colorado,$592.3 K,0.42%,5.7%,$287.45,66,74,52,86,59,27,20,2.9%,6.47%,81,$72.45 K,4.4%,34,52,6.9%,64
8926,82054,Carpenter,WY,Wyoming,$258.6 K,2.3%,7.8%,$163.94,64,93,59,78,55,41,29,4.7%,-0.1%,54,$82.87 K,5%,35,35,9%,52
8927,82060,Hillsdale,WY,Wyoming,$677.2 K,1.78%,7.2%,$340.61,95,93,44,71,46,22,10,3.8%,-0.11%,62,$175.8 K,5.5%,44,58,6.62%,95
8928,82072,Laramie,WY,Wyoming,$355.3 K,0.6%,1.7%,$229.26,95,69,50,79,65,45,40,2.8%,-1.29%,67,$50.54 K,0%,39,36,6%,29
8929,82215,Hartville,WY,Wyoming,$258.8 K,1.19%,7.3%,$139.32,83,67,61,68,56,41,26,3.2%,1.18%,55,$63.87 K,3.2%,36,42,7%,43
8930,82222,Lance Creek,WY,Wyoming,$2.41 M,0.45%,-5%,$889.3,36,55,54,88,56,13,15,2.5%,3.38%,48,$54.38 K,0%,30,47,6%,35
8931,82428,Hyattville,WY,Wyoming,$343.2 K,0.6%,3.5%,$168.15,74,56,59,89,59,17,10,3.5%,2.83%,34,$40.54 K,0%,37,47,5%,36
8932,82441,Shell,WY,Wyoming,$350.8 K,0.54%,-2.3%,$224.06,56,45,52,88,61,27,15,3%,-2.72%,57,$64.78 K,5.8%,29,27,6%,37
8933,82601,Casper,WY,Wyoming,$268.7 K,0.63%,4.5%,$195.44,65,59,55,93,59,56,52,3.1%,-0.22%,62,$67.01 K,0%,34,46,5%,41
8934,83119,Fairview,WY,Wyoming,$375.7 K,1.75%,6.1%,$161.95,76,82,63,67,55,34,25,2.6%,0.93%,79,$100.49 K,3.1%,36,52,6%,47
8935,83211,American Falls,ID,Idaho,$274.3 K,0.95%,3.6%,$203.68,43,43,55,84,59,28,16,3.3%,-6.87%,57,$55.47 K,5.8%,31,26,6%,33
8936,83239,Georgetown,ID,Idaho,$414.1 K,1.64%,-7.9%,$183.16,90,92,68,69,47,49,37,3.7%,1.67%,92,$87.47 K,0%,35,34,8.25%,68
8937,83246,Lava Hot Springs,ID,Idaho,$413.5 K,0.79%,1.9%,$273.9,68,51,50,89,49,22,16,3%,2.78%,66,$45 K,5.8%,33,26,8%,38
8938,83286,Weston,ID,Idaho,$684.9 K,0.95%,5%,$278.16,91,100,66,79,38,45,29,2.8%,2.54%,80,$132.83 K,0%,35,64,7%,93
8939,83301,Twin Falls,ID,Idaho,$350 K,0.78%,-1.9%,$180.4,51,62,64,85,59,100,82,3.1%,-2.61%,83,$58.02 K,5.8%,31,28,6%,30
8940,83321,Castleford,ID,Idaho,$325.6 K,0.7%,-2.1%,$227.61,60,60,64,89,54,22,11,3.1%,-2.61%,80,$33.75 K,5.8%,30,21,6%,33
8941,83325,Eden,ID,Idaho,$466.9 K,1.1%,2%,$217.35,97,95,57,64,48,45,28,1.6%,0.1%,72,$129.35 K,6.8%,34,52,7.52%,59
8942,83354,Sun Valley,ID,Idaho,$411.9 K,0.48%,0.3%,$274.18,65,75,68,70,49,28,15,3.7%,1.67%,80,$71.47 K,0%,32,44,8.26%,62
8943,83406,Idaho Falls,ID,Idaho,$344.5 K,0.68%,-1.4%,$151.91,76,59,53,78,60,60,50,2.6%,3.26%,85,$66.46 K,5.8%,29,28,6%,38
8944,83623,Glenns Ferry,ID,Idaho,$242.9 K,0.64%,-0.8%,$204.13,32,53,61,76,54,23,13,3%,-0.16%,60,$36.41 K,5.8%,34,20,6%,32
8945,83706,Boise,ID,Idaho,$441.8 K,0.66%,-1%,$235.2,89,86,64,65,49,71,63,2.8%,3.74%,83,$76.4 K,5.8%,30,32,6%,46
8946,83812,Clarkia,ID,Idaho,,,,,,,,,,,,,,,,,,,,
8947,83850,Pinehurst,ID,Idaho,$500.5 K,0.68%,4.6%,$200.21,94,58,67,79,64,41,36,3.4%,0.53%,84,$102.92 K,4.8%,35,47,7%,33
8948,84040,Layton,UT,Utah,$476.1 K,0.57%,0.4%,$283.58,82,76,63,75,56,66,51,2.5%,2.47%,85,$93.45 K,4.9%,30,32,7.25%,46
8949,84058,Orem,UT,Utah,$452.5 K,0.44%,0%,$273.72,88,90,63,73,52,59,41,2.5%,0.79%,78,$77.57 K,4.9%,32,33,7.25%,45
8950,84103,Salt Lake City,UT,Utah,$554 K,0.55%,-0.7%,$362.91,89,100,67,59,56,57,52,2.6%,1.93%,88,$72.36 K,4.9%,31,37,7.75%,53
8951,84111,Salt Lake City,UT,Utah,$554 K,0.55%,-0.7%,$362.91,89,100,67,59,56,57,52,2.6%,1.93%,88,$72.36 K,4.9%,31,37,7.75%,53
8952,84116,Salt Lake City,UT,Utah,$554 K,0.55%,-0.7%,$362.91,89,100,67,59,56,57,52,2.6%,1.93%,88,$72.36 K,4.9%,31,37,7.75%,53
8953,84307,Corinne,UT,Utah,$426.4 K,0.54%,2.4%,$284.3,60,67,58,89,52,22,16,2.5%,3.02%,85,$70.23 K,4.9%,36,29,6.1%,49
8954,84310,Eden,UT,Utah,$466.9 K,1.1%,2%,$217.35,97,95,57,64,48,45,28,1.6%,0.1%,72,$129.35 K,6.8%,34,52,7.52%,59
8955,84403,Ogden,UT,Utah,$357.9 K,0.7%,1.5%,$269.66,58,67,65,72,53,68,53,3%,2.41%,71,$66.23 K,4.9%,32,29,7.25%,46
8956,84723,Circleville,UT,Utah,$244.4 K,1.03%,8.8%,$148.71,53,51,60,74,48,47,38,2.8%,0.79%,56,$51.83 K,3.2%,35,39,7.25%,51
8957,84730,Glenwood,UT,Utah,$753.2 K,0.44%,7.8%,$309.17,83,66,53,83,66,66,50,2.9%,6.47%,84,$80.81 K,4.4%,30,58,8.6%,44
8958,84734,Hanksville,UT,Utah,$231.4 K,0.38%,2.4%,$88.44,61,44,61,94,50,19,10,3.6%,13.76%,70,$45.71 K,4.9%,39,26,6.1%,38
8959,84761,Parowan,UT,Utah,$372.6 K,0.46%,0.6%,-,62,59,55,95,54,23,17,2.6%,1.64%,90,$47.97 K,4.9%,35,27,6.1%,37
8960,84762,Duck Creek Village,UT,Utah,,,,,,,,,,,,,,,,,,,,
8961,85029,Phoenix,AZ,Arizona,$400.2 K,0.51%,-0.1%,$216.52,100,99,76,37,43,60,50,3.6%,1.64%,84,$72.09 K,2.5%,38,37,8.6%,75
8962,85143,San Tan Valley,AZ,Arizona,$411 K,0.51%,-5.5%,$200.41,54,78,76,52,54,37,26,4.2%,0%,81,$88.47 K,2.5%,37,36,8.95%,68
8963,85260,Scottsdale,AZ,Arizona,$792.2 K,0.44%,2.6%,$286.45,90,100,78,41,43,88,76,3%,1.64%,84,$104.2 K,2.5%,39,50,8.6%,67
8964,85620,Naco,AZ,Arizona,$213.6 K,0.92%,4.1%,$95.23,73,63,64,70,66,39,30,4.3%,0.8%,52,$37.61 K,0%,37,28,8.25%,30
8965,85625,Pearce,AZ,Arizona,,,,,,,,,,,,,,,,,,,,
8966,85640,Tumacacori,AZ,Arizona,$290.5 K,0.67%,3%,$94.22,72,54,71,71,60,19,11,7.8%,-0.54%,49,$51.89 K,2.5%,38,57,6.6%,39
8967,85650,Sierra Vista,AZ,Arizona,$280.2 K,0.65%,1.3%,$155.18,72,70,79,81,55,55,45,3.9%,-0.37%,33,$70.9 K,2.5%,40,33,8.05%,37
8968,85707,Tucson,AZ,Arizona,$314.6 K,0.78%,1.2%,$171.61,79,100,78,63,57,69,60,4%,1.07%,67,$52.05 K,2.5%,37,34,8.7%,55
8969,85746,Tucson,AZ,Arizona,$314.6 K,0.78%,1.2%,$171.61,79,100,78,63,57,69,60,4%,1.07%,67,$52.05 K,2.5%,37,34,8.7%,55
8970,85749,Tucson,AZ,Arizona,$314.6 K,0.78%,1.2%,$171.61,79,100,78,63,57,69,60,4%,1.07%,67,$52.05 K,2.5%,37,34,8.7%,55
8971,86047,Winslow,AZ,Arizona,$349.5 K,3.12%,10.8%,$252.77,74,65,64,71,59,20,10,5.2%,0.97%,54,$87.18 K,5.5%,46,51,6.62%,64
8972,86406,Lake Havasu City,AZ,Arizona,$482.8 K,0.46%,-2.8%,$274.72,71,62,75,87,55,50,38,3.8%,1.13%,72,$64.03 K,2.5%,37,41,7.6%,41
8973,86409,Kingman,AZ,Arizona,$269.4 K,0.47%,-3.4%,$171.01,60,63,80,92,57,50,43,4.4%,1.13%,72,$56.36 K,2.5%,37,33,8.1%,36
8974,87020,Grants,NM,New Mexico,$403.6 K,0.55%,-0.9%,$228.89,64,50,67,69,56,78,60,4.3%,-0.67%,62,$53.94 K,8.8%,27,45,0%,35
8975,87025,Jemez Springs,NM,New Mexico,$304.6 K,0.79%,6.7%,$210.76,90,53,63,86,50,20,13,3.8%,0.01%,74,$88.75 K,4.9%,35,34,7.31%,57
8976,87041,Pena Blanca,NM,New Mexico,$245.8 K,0.79%,-0.4%,$91.91,44,58,63,85,53,19,11,3.8%,0.01%,88,$65.1 K,4.9%,36,31,6.25%,58
8977,87046,Regina,NM,New Mexico,$243.9 K,0.79%,4.7%,$235.4,78,53,55,83,56,16,10,3.8%,0.01%,67,$39 K,4.9%,35,42,6.25%,54
8978,87566,Ohkay Owingeh,NM,New Mexico,$395.7 K,0.44%,4%,$157.65,42,31,62,74,63,19,10,3.4%,1.04%,40,$62.27 K,4.9%,35,40,6.75%,42
8979,87733,Mosquero,NM,New Mexico,$115.2 K,0.3%,-2.3%,$45.9,46,32,68,85,57,18,10,2.6%,-0.29%,31,$16.81 K,4.9%,30,25,7.27%,33
8980,87936,Garfield,NM,New Mexico,$504.9 K,1.78%,6.2%,$264.71,68,100,68,63,43,23,10,6%,-0.11%,61,$72.03 K,5.5%,44,57,6.62%,89
8981,88012,Las Cruces,NM,New Mexico,$287.8 K,0.75%,7%,$150.09,78,64,76,64,59,55,43,3.7%,0.12%,79,$51.01 K,4.9%,35,33,8.19%,36
8982,88038,Gila,NM,New Mexico,$156.1 K,0.47%,-8%,$116.25,49,100,72,44,36,22,20,3.5%,1.64%,75,$52.88 K,2.5%,39,30,9.8%,69
8983,88047,Mesilla Park,NM,New Mexico,,,,,,,,,,,,,,,,,,,,
8984,88130,Portales,NM,New Mexico,$132.2 K,0.49%,0.5%,-,69,50,72,78,66,37,30,3.2%,5.23%,26,$49.31 K,4.9%,30,30,8.06%,31
8985,88132,Rogers,NM,New Mexico,$316.2 K,0.6%,6%,$146.28,80,70,64,73,58,71,54,2%,2.08%,94,$78.08 K,4.9%,34,41,9.75%,44
8986,88325,High Rolls Mountain Park,NM,New Mexico,,,,,,,,,,,,,,,,,,,,
8987,88330,Holloman Air Force Base,NM,New Mexico,,,,,,,,,,,,,,,,,,,,
8988,88348,San Patricio,NM,New Mexico,$239.3 K,1.59%,-2.2%,$90.41,47,50,72,79,55,25,17,4.3%,1.94%,65,$61.88 K,0%,37,23,8.25%,46
8989,89010,Dyer,NV,Nevada,$332.9 K,1%,2.7%,$156.76,69,85,60,66,56,41,29,5%,-0.29%,48,$98.63 K,3.2%,36,40,7%,56
8990,89081,North Las Vegas,NV,Nevada,$389.7 K,0.5%,-1.9%,$196.78,54,100,78,50,39,47,38,6%,1.8%,85,$71.77 K,0%,39,50,8.38%,82
8991,89115,Las Vegas,NV,Nevada,$408.3 K,0.52%,-1%,$189.3,64,100,81,46,43,66,58,5.3%,1.8%,82,$66.36 K,0%,37,51,8.38%,79
8992,89406,Fallon,NV,Nevada,$349.4 K,0.7%,0.2%,$211.69,65,46,67,80,50,48,36,4%,2.39%,44,$63.49 K,0%,36,42,7.6%,39
8993,89414,Golconda,NV,Nevada,$123.2 K,1.28%,-4.3%,$55.14,39,49,62,75,66,23,13,3.2%,2.24%,39,$37 K,5%,35,29,8.25%,50
8994,89436,Sparks,NV,Nevada,$502.9 K,0.49%,-0.7%,$251.65,68,80,63,71,46,63,48,3.7%,1.67%,73,$82.94 K,0%,33,47,8.26%,57
8995,89451,Incline Village,NV,Nevada,$1.24 M,0.53%,-5.2%,$450.31,89,84,62,78,43,44,35,3.7%,1.67%,63,$155.2 K,0%,27,69,8.26%,56
8996,89503,Reno,NV,Nevada,$525.4 K,0.47%,-0.6%,$259.09,79,78,68,70,46,66,59,3.8%,1.67%,77,$73.07 K,0%,33,51,8.26%,51
8997,89508,Reno,NV,Nevada,$525.4 K,0.47%,-0.6%,$259.09,79,78,68,70,46,66,59,3.8%,1.67%,77,$73.07 K,0%,33,51,8.26%,51
8998,89821,Crescent Valley,NV,Nevada,$62.7 K,0.29%,-2.6%,$53.81,75,43,56,89,80,19,10,3.5%,10.28%,28,$73.39 K,0%,31,34,6.85%,57
8999,89833,Ruby Valley,NV,Nevada,,,,,,,,,,,,,,,,,,,,
9000,90015,Los Angeles,CA,California,$902.6 K,0.66%,3.5%,$485.81,100,100,89,18,26,80,70,5.3%,-0.35%,64,$76.24 K,9.3%,32,49,9.5%,95
9001,90036,Los Angeles,CA,California,$902.6 K,0.66%,3.5%,$485.81,100,100,89,18,26,80,70,5.3%,-0.35%,64,$76.24 K,9.3%,32,49,9.5%,95
9002,90044,Los Angeles,CA,California,$902.6 K,0.66%,3.5%,$485.81,100,100,89,18,26,80,70,5.3%,-0.35%,64,$76.24 K,9.3%,32,49,9.5%,95
9003,90090,Dodgertown,CA,California,,,,,,,,,,,,,,,,,,,,
9004,90301,Inglewood,CA,California,$726.1 K,0.63%,2.7%,$519.75,62,96,90,12,23,52,32,5.4%,-0.35%,58,$67.56 K,9.3%,30,46,10%,100
9005,90660,Pico Rivera,CA,California,$729.6 K,0.63%,5.4%,$563.19,50,100,88,19,18,75,58,4.7%,-0.35%,58,$82.54 K,9.3%,35,45,10.25%,97
9006,90803,Long Beach,CA,California,$829.8 K,0.65%,5.2%,$548.21,78,100,91,23,21,76,64,4.7%,-0.35%,59,$79 K,9.3%,36,49,10.25%,96
9007,91352,Sun Valley,CA,California,$411.9 K,0.48%,0.3%,$274.18,65,75,68,70,49,28,15,3.7%,1.67%,80,$71.47 K,0%,32,44,8.26%,62
9008,91732,El Monte,CA,California,$742.1 K,0.75%,4%,$552.77,44,95,87,20,20,71,50,4.5%,-0.35%,60,$59.93 K,9.3%,35,51,10.25%,100
9009,91748,Rowland Heights,CA,California,$861.5 K,0.79%,5%,$409.61,84,100,87,23,17,100,100,5%,-0.35%,60,$85.84 K,9.3%,35,48,9.5%,100
9010,91754,Monterey Park,CA,California,$914.5 K,0.69%,4.9%,$559.72,80,97,86,17,18,67,51,4%,-0.35%,60,$76.89 K,9.3%,35,48,10.25%,99
9011,91755,Monterey Park,CA,California,$914.5 K,0.69%,4.9%,$559.72,80,97,86,17,18,67,51,4%,-0.35%,60,$76.89 K,9.3%,35,48,10.25%,99
9012,91759,Mt Baldy,CA,California,,,,,,,,,,,,,,,,,,,,
9013,92014,Del Mar,CA,California,$3.31 M,0.72%,7%,$1.24 K,96,93,87,47,25,66,53,4.2%,-0.73%,67,$185.34 K,9.3%,39,83,8.75%,75
9014,92026,Escondido,CA,California,$778.5 K,0.7%,6.4%,$377.99,73,100,86,43,32,71,61,4.1%,-0.73%,72,$77.55 K,9.3%,42,62,7.75%,66
9015,92108,San Diego,CA,California,$937.4 K,1.2%,7.1%,$496.3,100,95,88,41,35,93,88,4.1%,-0.73%,74,$98.66 K,9.3%,38,66,7.75%,79
9016,92111,San Diego,CA,California,$937.4 K,1.2%,7.1%,$496.3,100,95,88,41,35,93,88,4.1%,-0.73%,74,$98.66 K,9.3%,38,66,7.75%,79
9017,92126,San Diego,CA,California,$937.4 K,1.2%,7.1%,$496.3,100,95,88,41,35,93,88,4.1%,-0.73%,74,$98.66 K,9.3%,38,66,7.75%,79
9018,92155,San Diego,CA,California,$937.4 K,1.2%,7.1%,$496.3,100,95,88,41,35,93,88,4.1%,-0.73%,74,$98.66 K,9.3%,38,66,7.75%,79
9019,92285,Landers,CA,California,,,,,,,,,,,,,,,,,,,,
9020,92309,Baker,CA,California,$355.6 K,1.04%,3%,$194.15,56,91,78,19,41,63,46,6.1%,-2.26%,74,$73.83 K,9.3%,43,45,8.25%,63
9021,92391,Twin Peaks,CA,California,,,,,,,,,,,,,,,,,,,,
9022,92398,Yermo,CA,California,,,,,,,,,,,,,,,,,,,,
9023,92399,Yucaipa,CA,California,$517.9 K,0.79%,3.2%,$279.64,55,100,75,16,41,66,67,4%,-1.42%,73,$85.08 K,9.3%,42,44,7.75%,67
9024,92405,San Bernardino,CA,California,$471.6 K,0.69%,5%,$325.5,67,98,81,13,44,49,35,6.2%,-1.42%,68,$61.32 K,9.3%,42,39,8.75%,71
9025,92614,Irvine,CA,California,$1.32 M,0.68%,11.3%,$451.41,96,97,88,61,37,67,50,4%,-0.79%,81,$122.95 K,9.3%,35,54,7.75%,67
9026,92860,Norco,CA,California,$891.1 K,0.86%,5.9%,$426.22,59,100,79,22,21,65,51,4.3%,-1.46%,66,$120.64 K,9.3%,42,48,8.75%,98
9027,93245,Lemoore,CA,California,$357.2 K,0.74%,1.7%,$211.21,53,56,74,40,47,42,34,6.1%,-0.71%,63,$78.37 K,9.3%,43,43,7.25%,46
9028,93249,Lost Hills,CA,California,$238.5 K,0.96%,1.8%,$198.94,37,97,78,29,36,23,12,7.8%,-2.26%,54,$41.25 K,9.3%,46,39,8.25%,55
9029,93256,Pixley,CA,California,$239.1 K,0.78%,1%,$176.66,21,70,77,23,40,23,12,10.2%,-0.97%,66,$48.98 K,9.3%,44,39,7.75%,54
9030,93287,Woody,CA,California,$259.3 K,0.44%,0.3%,$96.98,100,73,41,98,45,37,34,5%,5.76%,62,$62.64 K,4.4%,29,83,6.9%,40
9031,93311,Bakersfield,CA,California,$355.6 K,1.04%,3%,$194.15,56,91,78,19,41,63,46,6.1%,-2.26%,74,$73.83 K,9.3%,43,45,8.25%,63
9032,93524,Edwards,CA,California,$240.6 K,1.96%,5.7%,$107.68,85,75,69,64,53,53,50,3.8%,0.28%,48,$71.76 K,5%,35,41,8.85%,53
9033,93603,Badger,CA,California,$272.4 K,1.2%,-2%,$129.34,73,66,26,69,49,34,28,4%,-1.59%,51,$87.17 K,0%,60,100,5.5%,52
9034,93621,Dunlap,CA,California,$193 K,0.97%,3%,$88.51,46,67,60,78,55,50,47,3.7%,-2.09%,74,$82.37 K,3.2%,33,26,7%,40
9035,93630,Kerman,CA,California,$366.5 K,0.7%,0.5%,$202.46,46,79,78,30,41,36,22,7.6%,-0.29%,71,$53.96 K,9.3%,44,42,8.98%,66
9036,93932,Lockwood,CA,California,$249.5 K,0.95%,4.1%,$85.5,60,68,57,85,56,100,100,2.6%,0.6%,71,$73.63 K,6.8%,37,45,0%,46
9037,94158,San Francisco,CA,California,$1.32 M,0.66%,-5.6%,$742.7,97,98,79,62,45,100,100,3.5%,-0.54%,68,$136.69 K,9.3%,35,73,8.62%,100
9038,94401,San Mateo,CA,California,$1.51 M,0.59%,-1.7%,$894.7,95,99,82,74,31,86,67,3.3%,-0.57%,69,$149.15 K,9.3%,32,79,9.62%,92
9039,94402,San Mateo,CA,California,$1.51 M,0.59%,-1.7%,$894.7,95,99,82,74,31,86,67,3.3%,-0.57%,69,$149.15 K,9.3%,32,79,9.62%,92
9040,94518,Concord,CA,California,$776.9 K,0.68%,1.1%,$485.83,86,92,80,67,47,71,51,3.9%,-0.81%,67,$107.79 K,9.3%,37,64,9.75%,85
9041,94555,Fremont,CA,California,$1.36 M,0.7%,5.4%,$789.59,95,100,85,60,46,90,74,4.2%,-0.76%,65,$169.02 K,9.3%,32,76,10.75%,77
9042,94577,San Leandro,CA,California,$889.5 K,0.72%,0.5%,$607.14,83,96,85,55,52,85,64,4.3%,-0.76%,62,$97.14 K,9.3%,31,63,10.75%,78
9043,94605,Oakland,CA,California,$785.4 K,0.83%,-4%,$507.86,91,100,82,57,64,74,60,5%,-0.76%,65,$94.39 K,9.3%,30,64,10.25%,79
9044,94929,Dillon Beach,CA,California,$1.12 M,0.77%,-1.5%,$708.41,95,90,73,83,46,19,14,3.7%,-0.36%,77,$202.69 K,9.3%,29,72,8.25%,81
9045,95125,San Jose,CA,California,$1.34 M,0.75%,6.6%,$768.2,92,100,84,65,21,68,52,4%,-1.13%,66,$136.01 K,9.3%,33,72,9.38%,100
9046,95136,San Jose,CA,California,$1.34 M,0.75%,6.6%,$768.2,92,100,84,65,21,68,52,4%,-1.13%,66,$136.01 K,9.3%,33,72,9.38%,100
9047,95209,Stockton,CA,California,$405.8 K,0.74%,-0.4%,$238.75,63,84,77,50,40,54,37,7.2%,-0.8%,69,$71.61 K,9.3%,43,53,9%,74
9048,95215,Stockton,CA,California,$405.8 K,0.74%,-0.4%,$238.75,63,84,77,50,40,54,37,7.2%,-0.8%,69,$71.61 K,9.3%,43,53,9%,74
9049,95232,Glencoe,CA,California,$1.29 M,2.02%,5.3%,$396.37,96,100,59,59,62,37,29,4.6%,-0.49%,53,$228.75 K,5%,33,63,9%,86
9050,95303,Ballico,CA,California,$694.3 K,0.68%,-3.1%,$408.09,66,57,79,53,45,20,11,8.5%,-2.06%,69,$159.5 K,9.3%,41,56,7.75%,63
9051,95459,Manchester,CA,California,$356.1 K,1.86%,9.1%,$238.06,80,85,60,79,58,21,10,2.8%,-0.14%,70,$74.04 K,0%,46,53,0%,47
9052,95486,Villa Grande,CA,California,,,,,,,,,,,,,,,,,,,,
9053,95546,Hoopa,CA,California,,,,,,,,,,,,,,,,,,,,
9054,95602,Auburn,CA,California,$558 K,0.85%,1.2%,$271.15,76,100,71,69,31,59,46,4.4%,2.2%,67,$87.41 K,0%,19,47,10.2%,92
9055,95640,Ione,CA,California,$480.6 K,0.75%,0.1%,$143.98,52,64,78,81,40,28,16,5%,0.64%,63,$78.47 K,9.3%,37,53,7.75%,63
9056,95660,North Highlands,CA,California,$319.3 K,0.77%,-0.6%,$267.57,45,89,77,41,34,49,34,4.6%,-0.3%,58,$62.16 K,9.3%,32,50,8.75%,78
9057,95693,Wilton,CA,California,$958.5 K,1.52%,8.9%,$295.28,98,88,61,69,53,20,10,3.6%,-0.63%,66,$230.55 K,5.5%,51,64,6.35%,91
9058,95721,Echo Lake,CA,California,,,,,,,,,,,,,,,,,,,,
9059,95815,Sacramento,CA,California,$465.4 K,0.76%,-0.8%,$285.72,79,91,78,41,40,60,46,4.8%,-0.3%,66,$78.95 K,9.3%,34,57,8.75%,80
9060,95932,Colusa,CA,California,$346.3 K,0.59%,3.1%,$206.33,49,53,73,60,45,32,23,11.4%,1.38%,55,$59.4 K,9.3%,41,51,8.75%,56
9061,96023,Dorris,CA,California,$133.4 K,0.68%,-5.7%,$103.49,51,52,57,84,43,23,12,6.1%,-0.81%,26,$35.31 K,9.3%,33,34,7.25%,45
9062,96069,Oak Run,CA,California,$310.2 K,1.92%,2.6%,$138.83,67,61,58,82,65,19,11,4.6%,-0.21%,23,$117.38 K,5%,34,42,7.75%,29
9063,96103,Blairsden Graeagle,CA,California,,,,,,,,,,,,,,,,,,,,
9064,96116,Likely,CA,California,$247.7 K,0.77%,3.3%,$199.08,42,42,60,71,46,17,11,5.8%,-0.2%,21,$54.96 K,9.3%,29,42,7.25%,40
9065,96124,Calpine,CA,California,$349 K,0.84%,-1.1%,$220.84,67,40,52,72,45,20,11,4.1%,1.76%,24,$61.11 K,9.3%,45,44,7.25%,55
9066,96125,Sierra City,CA,California,$324 K,0.84%,-2.6%,$247.34,80,41,66,67,45,20,15,4.1%,1.76%,15,$87.76 K,9.3%,44,55,7.25%,54
9067,96136,Wendel,CA,California,$362.1 K,0.76%,-0.2%,$181.44,84,81,68,75,52,34,21,3%,2.7%,94,$91.32 K,4.8%,38,37,7.25%,54
9068,96712,Haleiwa,HI,Hawaii,$1.49 M,0.24%,-6.7%,$799.99,90,99,92,90,34,49,34,2.5%,0.33%,60,$92.17 K,8.2%,83,100,4.5%,86
9069,96716,Hanapepe,HI,Hawaii,$704.6 K,0.22%,5.2%,$494.47,74,82,90,95,49,30,18,2.3%,0.81%,73,$88.39 K,8.2%,100,100,4.5%,48
9070,96725,Holualoa,HI,Hawaii,$897.2 K,0.29%,1.4%,$431.21,82,79,91,80,46,100,100,2.5%,0.68%,80,$90.39 K,8.2%,97,100,4.5%,54
9071,96744,Kaneohe,HI,Hawaii,$1.08 M,0.29%,-1.8%,$606,85,98,90,88,34,84,61,2.5%,0.33%,64,$120.45 K,8.2%,87,100,4.5%,72
9072,96755,Kapaau,HI,Hawaii,$633.4 K,0.29%,1.9%,$452.53,53,86,99,80,56,27,17,2.5%,0.68%,77,$65.08 K,8.2%,94,100,4.5%,57
9073,96790,Kula,HI,Hawaii,$1.38 M,0.19%,1.1%,$802.56,82,84,79,89,47,33,24,6.2%,-0.47%,67,$93.45 K,8.2%,86,100,4%,62
9074,97011,Brightwood,OR,Oregon,$350.3 K,0.6%,3.2%,$203.07,49,40,61,88,70,20,15,2.2%,1.64%,77,$85.74 K,5.8%,35,55,5.3%,42
9075,97024,Fairview,OR,Oregon,$375.7 K,1.75%,6.1%,$161.95,76,82,63,67,55,34,25,2.6%,0.93%,79,$100.49 K,3.1%,36,52,6%,47
9076,97146,Warrenton,OR,Oregon,$594.9 K,0.66%,3.7%,$241.21,88,55,66,86,40,51,43,2.5%,3.07%,79,$83.74 K,5.8%,35,64,5.3%,84
9077,97214,Portland,OR,Oregon,$514.9 K,0.99%,-1.9%,$295.43,94,91,71,65,45,82,74,3.4%,-0.69%,68,$85.88 K,8.8%,24,50,0%,87
9078,97239,Portland,OR,Oregon,$514.9 K,0.99%,-1.9%,$295.43,94,91,71,65,45,82,74,3.4%,-0.69%,68,$85.88 K,8.8%,24,50,0%,87
9079,97357,Logsden,OR,Oregon,,,,,,,,,,,,,,,,,,,,
